order_item_id,order_id,product_id,quantity,unit_price,line_total
5015,1423,11,4,312.03,1248.12
5016,1424,193,2,164.42,328.84
5017,1424,35,3,404.22,1212.66
5018,1425,79,1,440.1,440.1
5019,1425,2,2,363.88,727.76
5020,1425,143,1,155.0,155.0
5021,1425,241,4,205.2,820.8
5022,1426,15,4,578.04,2312.16
5023,1427,181,1,314.93,314.93
5024,1428,62,1,185.84,185.84
5025,1428,227,4,454.43,1817.72
5026,1428,174,4,460.49,1841.96
5027,1428,104,4,287.63,1150.52
5028,1428,92,4,411.95,1647.8
5029,1428,98,1,209.33,209.33
5030,1429,224,2,79.62,159.24
5031,1429,156,3,234.14,702.42
5032,1430,113,4,411.77,1647.08
5033,1430,237,3,52.77,158.31
5034,1430,42,3,132.01,396.03
5035,1431,10,2,330.8,661.6
5036,1431,217,1,369.23,369.23
5037,1431,47,2,595.74,1191.48
5038,1431,210,1,141.37,141.37
5039,1432,4,2,352.75,705.5
5040,1432,99,1,205.29,205.29
5041,1432,129,4,293.5,1174.0
5042,1432,13,4,249.16,996.64
5043,1432,126,3,291.18,873.54
5044,1433,243,4,358.78,1435.12
5045,1433,242,3,131.89,395.67
5046,1433,75,1,256.79,256.79
5047,1434,119,1,142.86,142.86
5048,1434,180,2,394.23,788.46
5049,1434,83,2,550.53,1101.06
5050,1434,210,4,141.37,565.48
5051,1434,155,1,219.1,219.1
5052,1435,25,4,277.57,1110.28
5053,1435,207,3,490.29,1470.87
5054,1435,15,3,578.04,1734.12
5055,1435,77,2,377.42,754.84
5056,1436,21,1,574.25,574.25
5057,1436,113,2,411.77,823.54
5058,1436,164,4,320.2,1280.8
5059,1436,206,3,225.13,675.39
5060,1437,105,3,58.11,174.33
5061,1438,196,2,450.47,900.94
5062,1438,194,4,521.07,2084.28
5063,1438,125,2,211.24,422.48
5064,1439,232,3,494.33,1482.99
5065,1440,22,4,125.76,503.04
5066,1440,132,3,330.55,991.65
5067,1440,44,1,19.48,19.48
5068,1440,9,4,553.14,2212.56
5069,1440,217,4,369.23,1476.92
5070,1440,28,4,434.23,1736.92
5071,1441,205,4,383.07,1532.28
5072,1441,114,4,270.25,1081.0
5073,1442,236,1,58.2,58.2
5074,1442,88,1,347.53,347.53
5075,1442,10,1,330.8,330.8
5076,1442,133,2,310.77,621.54
5077,1442,170,4,287.23,1148.92
5078,1443,6,2,478.9,957.8
5079,1443,156,3,234.14,702.42
5080,1443,52,3,135.78,407.34
5081,1444,6,2,478.9,957.8
5082,1444,104,3,287.63,862.89
5083,1444,83,2,550.53,1101.06
5084,1444,127,4,240.8,963.2
5085,1445,114,1,270.25,270.25
5086,1445,44,2,19.48,38.96
5087,1446,66,2,87.24,174.48
5088,1446,218,3,126.69,380.07
5089,1446,122,4,313.49,1253.96
5090,1446,7,3,53.23,159.69
5091,1446,9,1,553.14,553.14
5092,1447,102,3,196.56,589.68
5093,1447,51,1,555.78,555.78
5094,1448,144,4,47.39,189.56
5095,1448,41,1,245.1,245.1
5096,1448,111,1,123.73,123.73
5097,1448,100,3,340.15,1020.45
5098,1448,110,1,524.57,524.57
5099,1448,178,2,505.3,1010.6
5100,1449,175,3,93.86,281.58
5101,1449,31,2,499.38,998.76
5102,1449,201,1,496.81,496.81
5103,1449,117,3,300.72,902.16
5104,1449,94,3,512.7,1538.1
5105,1449,160,4,275.73,1102.92
5106,1450,51,4,555.78,2223.12
5107,1450,138,4,371.13,1484.52
5108,1450,37,4,43.6,174.4
5109,1450,244,2,423.65,847.3
5110,1451,167,1,74.71,74.71
5111,1451,175,1,93.86,93.86
5112,1451,15,4,578.04,2312.16
5113,1452,202,3,467.78,1403.34
5114,1452,199,3,94.94,284.82
5115,1452,148,4,497.64,1990.56
5116,1452,5,2,148.93,297.86
5117,1452,183,3,147.46,442.38
5118,1453,229,3,165.02,495.06
5119,1453,70,3,473.53,1420.59
5120,1453,177,3,245.43,736.29
5121,1453,101,3,57.39,172.17
5122,1454,202,1,467.78,467.78
5123,1454,13,1,249.16,249.16
5124,1455,166,2,82.07,164.14
5125,1455,1,1,541.39,541.39
5126,1455,12,2,589.84,1179.68
5127,1455,125,2,211.24,422.48
5128,1456,219,3,383.42,1150.26
5129,1457,34,1,43.41,43.41
5130,1457,160,2,275.73,551.46
5131,1457,95,2,320.04,640.08
5132,1458,132,4,330.55,1322.2
5133,1458,83,3,550.53,1651.59
5134,1459,126,1,291.18,291.18
5135,1459,177,2,245.43,490.86
5136,1460,79,2,440.1,880.2
5137,1460,237,2,52.77,105.54
5138,1460,160,4,275.73,1102.92
5139,1460,148,4,497.64,1990.56
5140,1460,189,3,603.72,1811.16
5141,1460,59,1,395.91,395.91
5142,1461,47,4,595.74,2382.96
5143,1462,8,4,427.33,1709.32
5144,1463,37,3,43.6,130.8
5145,1464,20,2,605.41,1210.82
5146,1464,146,1,118.88,118.88
5147,1465,70,4,473.53,1894.12
5148,1465,83,2,550.53,1101.06
5149,1465,214,2,288.6,577.2
5150,1465,150,2,377.06,754.12
5151,1465,224,2,79.62,159.24
5152,1466,125,4,211.24,844.96
5153,1466,127,4,240.8,963.2
5154,1466,233,3,275.42,826.26
5155,1467,130,2,60.89,121.78
5156,1467,100,1,340.15,340.15
5157,1467,167,4,74.71,298.84
5158,1467,136,2,299.97,599.94
5159,1467,43,2,349.47,698.94
5160,1468,175,2,93.86,187.72
5161,1468,65,2,346.0,692.0
5162,1468,32,4,610.06,2440.24
5163,1468,25,4,277.57,1110.28
5164,1468,26,2,478.23,956.46
5165,1469,178,4,505.3,2021.2
5166,1470,203,4,362.8,1451.2
5167,1471,25,3,277.57,832.71
5168,1471,9,3,553.14,1659.42
5169,1471,121,4,418.51,1674.04
5170,1471,19,1,464.34,464.34
5171,1471,163,1,268.64,268.64
5172,1471,28,2,434.23,868.46
5173,1472,214,4,288.6,1154.4
5174,1472,240,2,253.55,507.1
5175,1472,157,4,28.92,115.68
5176,1472,140,1,359.22,359.22
5177,1473,139,2,250.55,501.1
5178,1473,174,2,460.49,920.98
5179,1473,40,2,450.37,900.74
5180,1473,80,4,24.61,98.44
5181,1474,99,1,205.29,205.29
5182,1475,227,1,454.43,454.43
5183,1475,204,3,207.96,623.88
5184,1475,66,2,87.24,174.48
5185,1476,220,4,168.03,672.12
5186,1476,181,2,314.93,629.86
5187,1477,248,2,188.2,376.4
5188,1478,158,4,479.14,1916.56
5189,1479,172,2,244.65,489.3
5190,1479,236,3,58.2,174.6
5191,1479,49,4,529.8,2119.2
5192,1479,118,3,175.82,527.46
5193,1479,64,2,110.72,221.44
5194,1480,40,2,450.37,900.74
5195,1480,55,2,215.38,430.76
5196,1480,241,2,205.2,410.4
5197,1481,180,1,394.23,394.23
5198,1481,40,3,450.37,1351.11
5199,1481,122,2,313.49,626.98
5200,1481,33,1,102.45,102.45
5201,1482,166,1,82.07,82.07
5202,1482,76,1,450.31,450.31
5203,1483,137,1,205.25,205.25
5204,1484,130,3,60.89,182.67
5205,1484,243,1,358.78,358.78
5206,1485,34,4,43.41,173.64
5207,1485,219,4,383.42,1533.68
5208,1485,36,2,90.32,180.64
5209,1486,116,3,108.97,326.91
5210,1486,240,2,253.55,507.1
5211,1486,151,2,72.21,144.42
5212,1486,22,3,125.76,377.28
5213,1487,5,2,148.93,297.86
5214,1488,244,3,423.65,1270.95
5215,1488,209,2,101.66,203.32
5216,1488,219,2,383.42,766.84
5217,1488,198,1,351.95,351.95
5218,1488,215,2,238.44,476.88
5219,1488,181,3,314.93,944.79
5220,1489,1,2,541.39,1082.78
5221,1489,58,2,307.4,614.8
5222,1489,18,3,55.2,165.6
5223,1490,233,2,275.42,550.84
5224,1490,30,2,247.82,495.64
5225,1490,192,1,183.66,183.66
5226,1490,164,4,320.2,1280.8
5227,1490,158,1,479.14,479.14
5228,1490,92,2,411.95,823.9
5229,1491,94,1,512.7,512.7
5230,1491,33,1,102.45,102.45
5231,1491,156,3,234.14,702.42
5232,1491,164,1,320.2,320.2
5233,1491,205,1,383.07,383.07
5234,1491,117,1,300.72,300.72
5235,1492,119,1,142.86,142.86
5236,1492,181,4,314.93,1259.72
5237,1492,176,4,405.74,1622.96
5238,1492,32,1,610.06,610.06
5239,1492,239,3,38.46,115.38
5240,1493,142,1,45.22,45.22
5241,1493,140,3,359.22,1077.66
5242,1493,179,1,200.78,200.78
5243,1493,172,4,244.65,978.6
5244,1493,51,4,555.78,2223.12
5245,1493,143,3,155.0,465.0
5246,1494,69,3,297.02,891.06
5247,1494,122,2,313.49,626.98
5248,1495,82,1,212.44,212.44
5249,1496,183,3,147.46,442.38
5250,1496,60,2,556.59,1113.18
5251,1496,56,3,238.95,716.85
5252,1496,176,1,405.74,405.74
5253,1496,235,4,172.77,691.08
5254,1497,182,4,214.08,856.32
5255,1497,208,1,350.34,350.34
5256,1497,138,3,371.13,1113.39
5257,1497,150,1,377.06,377.06
5258,1497,194,1,521.07,521.07
5259,1497,119,3,142.86,428.58
5260,1498,210,4,141.37,565.48
5261,1498,245,1,170.03,170.03
5262,1498,196,3,450.47,1351.41
5263,1498,154,4,342.09,1368.36
5264,1498,182,2,214.08,428.16
5265,1499,51,4,555.78,2223.12
5266,1500,205,4,383.07,1532.28
5267,1500,169,2,382.14,764.28
5268,1501,182,3,214.08,642.24
5269,1501,199,3,94.94,284.82
5270,1501,162,3,386.04,1158.12
5271,1501,127,1,240.8,240.8
5272,1502,220,3,168.03,504.09
5273,1503,92,1,411.95,411.95
5274,1503,141,1,133.58,133.58
5275,1504,225,3,242.67,728.01
5276,1504,70,2,473.53,947.06
5277,1505,209,3,101.66,304.98
5278,1505,222,4,81.41,325.64
5279,1505,49,2,529.8,1059.6
5280,1505,172,4,244.65,978.6
5281,1505,84,3,124.27,372.81
5282,1505,146,3,118.88,356.64
5283,1506,73,2,200.84,401.68
5284,1506,203,1,362.8,362.8
5285,1506,40,3,450.37,1351.11
5286,1506,179,4,200.78,803.12
5287,1507,81,2,51.32,102.64
5288,1507,199,2,94.94,189.88
5289,1507,18,3,55.2,165.6
5290,1507,186,3,232.01,696.03
5291,1507,84,1,124.27,124.27
5292,1508,46,3,188.18,564.54
5293,1508,162,4,386.04,1544.16
5294,1508,97,1,316.97,316.97
5295,1508,223,1,449.24,449.24
5296,1508,59,3,395.91,1187.73
5297,1508,138,3,371.13,1113.39
5298,1509,45,4,118.21,472.84
5299,1510,157,4,28.92,115.68
5300,1510,60,3,556.59,1669.77
5301,1510,111,4,123.73,494.92
5302,1510,193,4,164.42,657.68
5303,1510,160,2,275.73,551.46
5304,1511,97,4,316.97,1267.88
5305,1511,182,4,214.08,856.32
5306,1512,100,1,340.15,340.15
5307,1513,40,2,450.37,900.74
5308,1513,67,2,136.1,272.2
5309,1513,102,4,196.56,786.24
5310,1514,216,3,101.25,303.75
5311,1514,2,1,363.88,363.88
5312,1514,119,4,142.86,571.44
5313,1514,240,4,253.55,1014.2
5314,1514,115,2,235.12,470.24
5315,1514,140,4,359.22,1436.88
5316,1515,149,2,212.48,424.96
5317,1515,180,3,394.23,1182.69
5318,1515,152,3,580.76,1742.28
5319,1515,159,3,223.33,669.99
5320,1515,153,2,415.24,830.48
5321,1515,12,3,589.84,1769.52
5322,1516,9,2,553.14,1106.28
5323,1516,71,2,594.55,1189.1
5324,1516,214,1,288.6,288.6
5325,1517,69,3,297.02,891.06
5326,1517,226,1,137.54,137.54
5327,1517,191,4,410.67,1642.68
5328,1517,81,1,51.32,51.32
5329,1518,146,3,118.88,356.64
5330,1518,36,4,90.32,361.28
5331,1519,4,2,352.75,705.5
5332,1519,141,4,133.58,534.32
5333,1520,94,2,512.7,1025.4
5334,1520,218,1,126.69,126.69
5335,1520,42,1,132.01,132.01
5336,1520,38,3,511.93,1535.79
5337,1520,250,3,34.9,104.7
5338,1521,162,2,386.04,772.08
5339,1521,85,1,164.19,164.19
5340,1521,129,3,293.5,880.5
5341,1521,54,2,60.89,121.78
5342,1522,170,4,287.23,1148.92
5343,1522,61,2,374.3,748.6
5344,1522,215,1,238.44,238.44
5345,1522,125,4,211.24,844.96
5346,1523,153,1,415.24,415.24
5347,1523,136,4,299.97,1199.88
5348,1523,213,4,266.98,1067.92
5349,1524,102,3,196.56,589.68
5350,1524,109,1,383.43,383.43
5351,1524,214,3,288.6,865.8
5352,1524,234,3,244.66,733.98
5353,1525,101,3,57.39,172.17
5354,1525,143,2,155.0,310.0
5355,1526,11,2,312.03,624.06
5356,1527,67,4,136.1,544.4
5357,1528,32,3,610.06,1830.18
5358,1528,217,1,369.23,369.23
5359,1528,67,4,136.1,544.4
5360,1528,83,1,550.53,550.53
5361,1528,219,3,383.42,1150.26
5362,1528,208,4,350.34,1401.36
5363,1529,55,3,215.38,646.14
5364,1529,141,3,133.58,400.74
5365,1529,11,4,312.03,1248.12
5366,1529,184,4,201.3,805.2
5367,1530,202,4,467.78,1871.12
5368,1530,29,4,218.87,875.48
5369,1530,240,2,253.55,507.1
5370,1530,198,2,351.95,703.9
5371,1531,120,1,32.48,32.48
5372,1531,14,1,301.65,301.65
5373,1531,59,4,395.91,1583.64
5374,1531,216,1,101.25,101.25
5375,1531,220,4,168.03,672.12
5376,1532,52,2,135.78,271.56
5377,1532,83,3,550.53,1651.59
5378,1532,209,2,101.66,203.32
5379,1532,200,1,558.08,558.08
5380,1532,58,4,307.4,1229.6
5381,1533,31,2,499.38,998.76
5382,1533,189,3,603.72,1811.16
5383,1533,202,1,467.78,467.78
5384,1533,197,4,297.44,1189.76
5385,1534,22,3,125.76,377.28
5386,1534,107,3,233.92,701.76
5387,1534,70,1,473.53,473.53
5388,1535,210,1,141.37,141.37
5389,1535,202,4,467.78,1871.12
5390,1536,247,3,32.63,97.89
5391,1536,138,1,371.13,371.13
5392,1536,113,4,411.77,1647.08
5393,1536,68,3,188.28,564.84
5394,1536,146,4,118.88,475.52
5395,1537,183,2,147.46,294.92
5396,1537,146,1,118.88,118.88
5397,1537,126,3,291.18,873.54
5398,1538,159,2,223.33,446.66
5399,1538,48,1,355.11,355.11
5400,1538,157,3,28.92,86.76
5401,1539,198,2,351.95,703.9
5402,1539,35,4,404.22,1616.88
5403,1539,142,3,45.22,135.66
5404,1539,18,1,55.2,55.2
5405,1539,94,2,512.7,1025.4
5406,1539,239,2,38.46,76.92
5407,1540,250,2,34.9,69.8
5408,1541,120,1,32.48,32.48
5409,1542,130,4,60.89,243.56
5410,1542,227,4,454.43,1817.72
5411,1542,27,2,238.78,477.56
5412,1542,209,4,101.66,406.64
5413,1542,92,3,411.95,1235.85
5414,1542,84,2,124.27,248.54
5415,1543,74,1,355.67,355.67
5416,1543,59,3,395.91,1187.73
5417,1543,236,4,58.2,232.8
5418,1543,28,4,434.23,1736.92
5419,1544,158,3,479.14,1437.42
5420,1544,231,4,265.93,1063.72
5421,1544,10,1,330.8,330.8
5422,1545,80,3,24.61,73.83
5423,1545,46,4,188.18,752.72
5424,1545,95,1,320.04,320.04
5425,1545,40,2,450.37,900.74
5426,1545,118,1,175.82,175.82
5427,1545,212,4,454.26,1817.04
5428,1546,246,4,307.14,1228.56
5429,1546,106,3,162.6,487.8
5430,1546,179,2,200.78,401.56
5431,1546,171,4,242.88,971.52
5432,1546,159,3,223.33,669.99
5433,1547,238,2,262.67,525.34
5434,1548,2,2,363.88,727.76
5435,1548,25,2,277.57,555.14
5436,1548,79,4,440.1,1760.4
5437,1549,207,3,490.29,1470.87
5438,1549,129,2,293.5,587.0
5439,1549,3,4,142.45,569.8
5440,1549,144,4,47.39,189.56
5441,1550,169,3,382.14,1146.42
5442,1550,16,1,70.43,70.43
5443,1551,73,2,200.84,401.68
5444,1552,21,2,574.25,1148.5
5445,1552,20,3,605.41,1816.23
5446,1552,249,1,375.32,375.32
5447,1552,196,4,450.47,1801.88
5448,1552,152,1,580.76,580.76
5449,1553,27,3,238.78,716.34
5450,1553,102,3,196.56,589.68
5451,1553,153,2,415.24,830.48
5452,1553,73,2,200.84,401.68
5453,1553,222,4,81.41,325.64
5454,1553,200,1,558.08,558.08
5455,1554,220,1,168.03,168.03
5456,1554,4,4,352.75,1411.0
5457,1554,54,1,60.89,60.89
5458,1554,170,1,287.23,287.23
5459,1554,43,1,349.47,349.47
5460,1555,83,1,550.53,550.53
5461,1555,159,2,223.33,446.66
5462,1555,143,3,155.0,465.0
5463,1555,120,3,32.48,97.44
5464,1556,228,4,380.46,1521.84
5465,1556,152,1,580.76,580.76
5466,1556,200,4,558.08,2232.32
5467,1556,48,2,355.11,710.22
5468,1556,186,2,232.01,464.02
5469,1556,135,3,298.38,895.14
5470,1557,23,3,276.19,828.57
5471,1557,135,4,298.38,1193.52
5472,1557,116,2,108.97,217.94
5473,1557,156,4,234.14,936.56
5474,1558,220,2,168.03,336.06
5475,1558,202,2,467.78,935.56
5476,1558,68,2,188.28,376.56
5477,1558,235,2,172.77,345.54
5478,1558,170,2,287.23,574.46
5479,1559,70,4,473.53,1894.12
5480,1559,26,3,478.23,1434.69
5481,1560,72,4,91.12,364.48
5482,1560,174,3,460.49,1381.47
5483,1560,222,1,81.41,81.41
5484,1560,16,2,70.43,140.86
5485,1561,72,1,91.12,91.12
5486,1562,4,1,352.75,352.75
5487,1562,90,4,138.74,554.96
5488,1562,246,4,307.14,1228.56
5489,1563,198,3,351.95,1055.85
5490,1563,12,2,589.84,1179.68
5491,1564,109,2,383.43,766.86
5492,1564,213,4,266.98,1067.92
5493,1564,25,3,277.57,832.71
5494,1564,70,4,473.53,1894.12
5495,1564,222,3,81.41,244.23
5496,1565,171,1,242.88,242.88
5497,1565,172,4,244.65,978.6
5498,1565,77,1,377.42,377.42
5499,1565,189,1,603.72,603.72
5500,1565,115,2,235.12,470.24
5501,1565,159,1,223.33,223.33
5502,1566,210,2,141.37,282.74
5503,1567,147,1,50.11,50.11
5504,1567,248,4,188.2,752.8
5505,1568,143,3,155.0,465.0
5506,1569,34,4,43.41,173.64
5507,1569,74,2,355.67,711.34
5508,1569,5,3,148.93,446.79
5509,1570,3,4,142.45,569.8
5510,1570,239,1,38.46,38.46
5511,1570,165,2,235.2,470.4
5512,1571,113,1,411.77,411.77
5513,1572,221,4,627.82,2511.28
5514,1573,246,2,307.14,614.28
5515,1573,93,3,296.33,888.99
5516,1573,3,1,142.45,142.45
5517,1573,248,3,188.2,564.6
5518,1574,32,3,610.06,1830.18
5519,1574,209,2,101.66,203.32
5520,1575,109,2,383.43,766.86
5521,1575,125,2,211.24,422.48
5522,1576,224,3,79.62,238.86
5523,1576,67,3,136.1,408.3
5524,1577,139,3,250.55,751.65
5525,1577,21,1,574.25,574.25
5526,1577,190,2,378.5,757.0
5527,1577,22,4,125.76,503.04
5528,1578,247,3,32.63,97.89
5529,1578,100,3,340.15,1020.45
5530,1578,77,3,377.42,1132.26
5531,1578,121,2,418.51,837.02
5532,1579,190,3,378.5,1135.5
5533,1580,190,2,378.5,757.0
5534,1580,66,4,87.24,348.96
5535,1581,149,1,212.48,212.48
5536,1581,163,4,268.64,1074.56
5537,1581,54,2,60.89,121.78
5538,1581,171,1,242.88,242.88
5539,1581,143,1,155.0,155.0
5540,1582,51,2,555.78,1111.56
5541,1582,40,4,450.37,1801.48
5542,1582,25,4,277.57,1110.28
5543,1582,186,2,232.01,464.02
5544,1582,37,3,43.6,130.8
5545,1582,108,3,378.79,1136.37
5546,1583,79,1,440.1,440.1
5547,1583,159,3,223.33,669.99
5548,1583,35,3,404.22,1212.66
5549,1583,123,2,235.89,471.78
5550,1583,202,4,467.78,1871.12
5551,1583,29,1,218.87,218.87
5552,1584,243,4,358.78,1435.12
5553,1584,28,1,434.23,434.23
5554,1584,194,2,521.07,1042.14
5555,1585,96,2,541.36,1082.72
5556,1585,170,2,287.23,574.46
5557,1585,223,2,449.24,898.48
5558,1585,211,2,556.48,1112.96
5559,1585,152,1,580.76,580.76
5560,1585,189,3,603.72,1811.16
5561,1586,121,3,418.51,1255.53
5562,1586,92,3,411.95,1235.85
5563,1587,29,4,218.87,875.48
5564,1587,176,4,405.74,1622.96
5565,1587,168,2,316.03,632.06
5566,1587,216,2,101.25,202.5
5567,1587,10,2,330.8,661.6
5568,1588,125,1,211.24,211.24
5569,1589,210,3,141.37,424.11
5570,1589,68,4,188.28,753.12
5571,1589,79,2,440.1,880.2
5572,1589,176,4,405.74,1622.96
5573,1590,67,2,136.1,272.2
5574,1590,10,3,330.8,992.4
5575,1590,28,3,434.23,1302.69
5576,1590,148,1,497.64,497.64
5577,1590,78,4,302.79,1211.16
5578,1590,178,2,505.3,1010.6
5579,1591,245,1,170.03,170.03
5580,1591,177,4,245.43,981.72
5581,1591,9,3,553.14,1659.42
5582,1592,35,4,404.22,1616.88
5583,1592,31,3,499.38,1498.14
5584,1593,51,4,555.78,2223.12
5585,1593,121,1,418.51,418.51
5586,1593,218,3,126.69,380.07
5587,1593,106,1,162.6,162.6
5588,1593,33,1,102.45,102.45
5589,1594,146,3,118.88,356.64
5590,1594,196,4,450.47,1801.88
5591,1594,160,2,275.73,551.46
5592,1594,170,1,287.23,287.23
5593,1594,14,2,301.65,603.3
5594,1595,125,1,211.24,211.24
5595,1595,60,4,556.59,2226.36
5596,1595,37,2,43.6,87.2
5597,1595,155,4,219.1,876.4
5598,1595,231,2,265.93,531.86
5599,1595,22,4,125.76,503.04
5600,1596,67,4,136.1,544.4
5601,1596,203,4,362.8,1451.2
5602,1596,43,3,349.47,1048.41
5603,1596,66,4,87.24,348.96
5604,1596,195,4,117.88,471.52
5605,1597,185,3,339.64,1018.92
5606,1597,248,2,188.2,376.4
5607,1597,186,4,232.01,928.04
5608,1597,68,1,188.28,188.28
5609,1597,219,4,383.42,1533.68
5610,1597,38,4,511.93,2047.72
5611,1598,41,1,245.1,245.1
5612,1598,175,3,93.86,281.58
5613,1598,138,1,371.13,371.13
5614,1598,23,2,276.19,552.38
5615,1599,210,3,141.37,424.11
5616,1599,177,4,245.43,981.72
5617,1599,103,4,234.96,939.84
5618,1599,137,1,205.25,205.25
5619,1599,61,3,374.3,1122.9
5620,1600,68,2,188.28,376.56
5621,1601,206,3,225.13,675.39
5622,1601,79,1,440.1,440.1
5623,1601,10,1,330.8,330.8
5624,1602,131,2,21.58,43.16
5625,1602,239,1,38.46,38.46
5626,1602,210,3,141.37,424.11
5627,1602,222,4,81.41,325.64
5628,1603,228,1,380.46,380.46
5629,1603,214,3,288.6,865.8
5630,1603,121,4,418.51,1674.04
5631,1603,250,4,34.9,139.6
5632,1604,6,1,478.9,478.9
5633,1604,135,4,298.38,1193.52
5634,1605,2,2,363.88,727.76
5635,1605,152,2,580.76,1161.52
5636,1605,233,2,275.42,550.84
5637,1605,10,3,330.8,992.4
5638,1605,27,3,238.78,716.34
5639,1605,73,3,200.84,602.52
5640,1606,49,3,529.8,1589.4
5641,1606,125,3,211.24,633.72
5642,1607,71,2,594.55,1189.1
5643,1607,181,1,314.93,314.93
5644,1608,163,2,268.64,537.28
5645,1608,22,4,125.76,503.04
5646,1608,176,2,405.74,811.48
5647,1608,71,1,594.55,594.55
5648,1609,120,3,32.48,97.44
5649,1609,162,4,386.04,1544.16
5650,1609,131,3,21.58,64.74
5651,1609,32,1,610.06,610.06
5652,1609,144,1,47.39,47.39
5653,1609,151,3,72.21,216.63
5654,1610,47,3,595.74,1787.22
5655,1610,108,4,378.79,1515.16
5656,1610,112,1,186.06,186.06
5657,1610,133,3,310.77,932.31
5658,1610,148,4,497.64,1990.56
5659,1610,168,3,316.03,948.09
5660,1611,226,1,137.54,137.54
5661,1611,198,2,351.95,703.9
5662,1611,211,2,556.48,1112.96
5663,1611,216,2,101.25,202.5
5664,1611,169,2,382.14,764.28
5665,1611,227,1,454.43,454.43
5666,1612,3,1,142.45,142.45
5667,1612,33,2,102.45,204.9
5668,1612,238,1,262.67,262.67
5669,1612,81,3,51.32,153.96
5670,1612,46,2,188.18,376.36
5671,1613,85,4,164.19,656.76
5672,1614,195,3,117.88,353.64
5673,1614,137,1,205.25,205.25
5674,1614,138,2,371.13,742.26
5675,1614,179,4,200.78,803.12
5676,1614,13,2,249.16,498.32
5677,1615,230,2,350.4,700.8
5678,1616,100,1,340.15,340.15
5679,1616,128,4,197.5,790.0
5680,1616,221,3,627.82,1883.46
5681,1616,4,2,352.75,705.5
5682,1616,97,4,316.97,1267.88
5683,1617,115,3,235.12,705.36
5684,1618,86,4,431.1,1724.4
5685,1618,69,2,297.02,594.04
5686,1618,46,2,188.18,376.36
5687,1618,52,2,135.78,271.56
5688,1618,48,4,355.11,1420.44
5689,1618,212,1,454.26,454.26
5690,1619,186,1,232.01,232.01
5691,1619,175,3,93.86,281.58
5692,1619,29,3,218.87,656.61
5693,1619,160,4,275.73,1102.92
5694,1620,128,3,197.5,592.5
5695,1621,14,4,301.65,1206.6
5696,1621,27,4,238.78,955.12
5697,1621,98,4,209.33,837.32
5698,1622,227,1,454.43,454.43
5699,1622,47,2,595.74,1191.48
5700,1622,176,1,405.74,405.74
5701,1623,25,1,277.57,277.57
5702,1623,207,2,490.29,980.58
5703,1623,40,1,450.37,450.37
5704,1623,202,2,467.78,935.56
5705,1623,69,1,297.02,297.02
5706,1623,15,2,578.04,1156.08
5707,1624,69,3,297.02,891.06
5708,1624,221,3,627.82,1883.46
5709,1625,30,1,247.82,247.82
5710,1625,101,1,57.39,57.39
5711,1626,242,1,131.89,131.89
5712,1626,229,1,165.02,165.02
5713,1627,42,3,132.01,396.03
5714,1627,24,4,28.9,115.6
5715,1627,106,4,162.6,650.4
5716,1628,183,2,147.46,294.92
5717,1629,81,3,51.32,153.96
5718,1629,223,1,449.24,449.24
5719,1629,244,3,423.65,1270.95
5720,1629,14,4,301.65,1206.6
5721,1629,185,3,339.64,1018.92
5722,1630,230,1,350.4,350.4
5723,1630,137,4,205.25,821.0
5724,1630,8,4,427.33,1709.32
5725,1630,11,4,312.03,1248.12
5726,1630,126,4,291.18,1164.72
5727,1630,245,2,170.03,340.06
5728,1631,116,2,108.97,217.94
5729,1631,100,1,340.15,340.15
5730,1631,142,1,45.22,45.22
5731,1631,51,1,555.78,555.78
5732,1632,183,4,147.46,589.84
5733,1632,74,1,355.67,355.67
5734,1632,125,3,211.24,633.72
5735,1632,181,2,314.93,629.86
5736,1632,105,3,58.11,174.33
5737,1632,211,2,556.48,1112.96
5738,1633,77,2,377.42,754.84
5739,1633,103,4,234.96,939.84
5740,1633,69,1,297.02,297.02
5741,1633,140,1,359.22,359.22
5742,1633,25,3,277.57,832.71
5743,1634,195,3,117.88,353.64
5744,1634,214,1,288.6,288.6
5745,1634,35,1,404.22,404.22
5746,1634,124,4,388.77,1555.08
5747,1635,196,3,450.47,1351.41
5748,1636,82,2,212.44,424.88
5749,1636,152,3,580.76,1742.28
5750,1636,211,4,556.48,2225.92
5751,1636,243,3,358.78,1076.34
5752,1636,132,2,330.55,661.1
5753,1637,217,3,369.23,1107.69
5754,1637,103,3,234.96,704.88
5755,1638,116,2,108.97,217.94
5756,1639,171,2,242.88,485.76
5757,1639,237,2,52.77,105.54
5758,1639,149,3,212.48,637.44
5759,1639,200,3,558.08,1674.24
5760,1640,18,2,55.2,110.4
5761,1640,70,2,473.53,947.06
5762,1640,241,3,205.2,615.6
5763,1640,138,1,371.13,371.13
5764,1641,72,4,91.12,364.48
5765,1641,45,2,118.21,236.42
5766,1642,5,1,148.93,148.93
5767,1642,200,4,558.08,2232.32
5768,1642,182,1,214.08,214.08
5769,1642,239,2,38.46,76.92
5770,1642,218,4,126.69,506.76
5771,1643,95,2,320.04,640.08
5772,1644,224,3,79.62,238.86
5773,1644,66,4,87.24,348.96
5774,1644,3,4,142.45,569.8
5775,1645,9,3,553.14,1659.42
5776,1645,131,3,21.58,64.74
5777,1645,81,1,51.32,51.32
5778,1645,23,2,276.19,552.38
